adult,cast,genre,id,original_title,overview,title,vote_average
0,PeterBaynton CharlieMackesy JudeCowardNicoll TomHollander IdrisElba,"[""Animation"",""Family"",""Adventure"",""Fantasy""]",995133,"The Boy, the Mole, the Fox and the Horse","the unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy’s search for home.","the boy, the mole, the fox and the horse",8.5
0,SergioLeone RobertDeNiro JamesWoods ElizabethMcGovern,"[""Drama"",""Crime""]",311,Once Upon a Time in America,"a former prohibition-era jewish gangster returns to the lower east side of manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",once upon a time in america,8.4
0,AlfredHitchcock AnthonyPerkins VeraMiles JohnGavin,"[""Horror"",""Drama"",""Thriller""]",539,Psycho,"when larcenous real estate clerk marion crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious bates motel, where manager norman bates cares for his housebound mother.",psycho,8.4
0,ToscaMusk MelanieZanetti GiulioBerruti JamesAndrewFraser,"[""Romance""]",724089,"Gabriel's Inferno: Part II","professor gabriel emerson finally learns the truth about julia mitchell's identity, but his realization comes a moment too late. julia is done waiting for the well-respected dante specialist to remember her and wants nothing more to do with him. can gabriel win back her heart before she finds love in another's arms?","gabriel's inferno",8.4
0,DavidFincher EdwardNorton BradPitt HelenaBonhamCarter,"[""Drama"",""Thriller"",""Comedy""]",550,Fight Club,"a ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",fight club,8.4
0,ToscaMusk MelanieZanetti GiulioBerruti RhettWellington,"[""Romance"",""Comedy""]",761053,"Gabriel's Inferno: Part III","the final part of the film adaption of the erotic romance novel gabriel's inferno written by an anonymous canadian author under the pen name sylvain reynard.","gabriel's inferno",8.4
0,MilošForman JackNicholson LouiseFletcher DannyDeVito,"[""Drama""]",510,"One Flew Over the Cuckoo's Nest","a petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. he soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.","one flew over the cuckoo's nest",8.4
0,RodneyRothman PeterRamsey BobPersichetti ShameikMoore JakeJohnson HaileeSteinfeld,"[""Action"",""Adventure"",""Animation"",""SciFi""]",324857,Spider-Man: Into the Spider-Verse,"miles morales is juggling his life between being a high school student and being a spider-man. when wilson ""kingpin"" fisk uses a super collider, others from across the spider-verse are transported to this dimension.",spider-man,8.4
0,IrvinKershner MarkHamill HarrisonFord CarrieFisher,"[""Adventure"",""Action"",""SciFi""]",1891,The Empire Strikes Back,"the epic saga continues as luke skywalker, in hopes of defeating the evil galactic empire, learns the ways of the jedi from aging master yoda. but darth vader is more determined than ever to capture luke. meanwhile, rebel leader princess leia, cocky han solo, chewbacca, and droids c-3po and r2-d2 are thrown into various stages of capture, betrayal and despair.",the empire strikes back,8.4
0,RomanPolanski AdrienBrody ThomasKretschmann FrankFinlay,"[""Drama"",""War""]",423,The Pianist,"the true story of pianist władysław szpilman's experiences in warsaw during the nazi occupation. when the jews of the city find themselves forced into a ghetto, szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",the pianist,8.4
0,PeterJackson ElijahWood IanMcKellen LivTyler,"[""Adventure"",""Fantasy"",""Action""]",121,The Lord of the Rings: The Two Towers,"frodo and sam are trekking to mordor to destroy the one ring of power while gimli, legolas and aragorn search for the orc-captured merry and pippin. all along, nefarious wizard saruman awaits the fellowship members at the orthanc tower in isengard.",the lord of the rings,8.4
0,DamienChazelle MilesTeller J.K.Simmons PaulReiser,"[""Drama"",""Music""]",244786,Whiplash,"under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",whiplash,8.4
0,DavidFincher BradPitt MorganFreeman GwynethPaltrow,"[""Crime"",""Mystery"",""Thriller""]",807,Se7en,"two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. the seasoned det. sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, mills, scoffs at his efforts to unravel the case.",se7en,8.4
0,ChristopherNolan LeonardoDiCaprio JosephGordon-Levitt KenWatanabe,"[""Action"",""SciFi"",""Adventure""]",27205,Inception,"cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",inception,8.4
0,BillyWilder WilliamHolden GloriaSwanson ErichvonStroheim,"[""Drama""]",599,Sunset Boulevard,a hack screenwriter writes a screenplay for a former silent film star who has faded into hollywood obscurity.,sunset boulevard,8.4
0,AlfredHitchcock JamesStewart GraceKelly ThelmaRitter,"[""Thriller"",""Mystery""]",567,Rear Window,a wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,rear window,8.4
0,"TonyKaye EdwardNorton EdwardFurlong BeverlyD'Angelo","[""Drama""]",73,American History X,"derek vineyard is paroled after serving 3 years in prison for killing two african-american men. through his brother, danny vineyard's narration, we learn that before going to prison, derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout l.a. and his actions greatly influenced danny. reformed and fresh out of prison, derek severs contact with the gang and becomes determined to keep danny from going down the same violent path as he did.",american history x,8.4
0,PaulDugdale TaylorSwift CharliXCX CamilaCabello,"[""Music""]",568332,Taylor Swift: Reputation Stadium Tour,"taylor swift takes the stage in dallas for the reputation stadium tour and celebrates a monumental night of music, memories and visual magic.",taylor swift,8.3
0,CharlieChaplin CharlieChaplin PauletteGoddard JackOakie,"[""Comedy"",""War""]",914,The Great Dictator,"dictator adenoid hynkel tries to expand his empire while a poor jewish barber tries to avoid persecution from hynkel's regime.",the great dictator,8.3
0,JonathanDemme JodieFoster AnthonyHopkins ScottGlenn,"[""Crime"",""Drama"",""Thriller""]",274,The Silence of the Lambs,"clarice starling is a top student at the fbi's training academy.  jack crawford wants clarice to interview dr. hannibal lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  crawford believes that lecter may have insight into a case and that starling, as an attractive young woman, may be just the bait to draw him out.",the silence of the lambs,8.3
0,CharlieChaplin CharlieChaplin VirginiaCherrill HarryMyers,"[""Comedy"",""Romance"",""Drama""]",901,City Lights,"in this sound-era silent film, a tramp falls in love with a beautiful blind flower seller.",city lights,8.3
0,LucBesson JeanReno NataliePortman GaryOldman,"[""Crime"",""Drama"",""Action""]",101,Léon: The Professional,"léon, the top hit man in new york, has earned a rep as an effective ""cleaner"". but when his next-door neighbors are wiped out by a loose-cannon dea agent, he becomes the unwilling custodian of 12-year-old mathilda. before long, mathilda's thoughts turn to revenge, and she considers following in léon's footsteps.",léon,8.3
0,PeterWeir RobinWilliams EthanHawke RobertSeanLeonard,"[""Drama""]",207,Dead Poets Society,"at an elite, old-fashioned boarding school in new england, a passionate english teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",dead poets society,8.3
0,RobertZemeckis MichaelJ.Fox ChristopherLloyd LeaThompson,"[""Adventure"",""Comedy"",""SciFi""]",105,Back to the Future,"eighties teenager marty mcfly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend doc brown - return to 1985.",back to the future,8.3
0,CharlieChaplin CharlieChaplin PauletteGoddard HenryBergman,"[""Comedy"",""Drama""]",3082,Modern Times,the tramp struggles to live in modern industrial society with the help of a young homeless woman.,modern times,8.3
0,ErnstLubitsch MargaretSullavan JamesStewart FrankMorgan,"[""Comedy"",""Drama"",""Romance""]",20334,The Shop Around the Corner,"two employees at a gift shop can barely stand one another, without realising that they are falling in love through the post as each other's anonymous pen pal.",the shop around the corner,8.3
0,JustinBaldoni HaleyLuRichardson ColeSprouse MoisésArias,"[""Romance"",""Drama""]",527641,Five Feet Apart,"seventeen-year-old stella spends most of her time in the hospital as a cystic fibrosis patient. her life is full of routines, boundaries and self-control — all of which get put to the test when she meets will, an impossibly charming teen who has the same illness. there's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. as their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",five feet apart,8.3
0,JustinBaldoni SteffanArgus SabrinaCarpenter MadisonIseman,"[""Music"",""Drama"",""Romance""]",630566,Clouds,"young musician zach sobiech discovers his cancer has spread, leaving him just a few months to live. with limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",clouds,8.3
0,MitjaOkorn JadenSmith CaraDelevingne CubaGoodingJr.,"[""Drama"",""Romance""]",447362,Life in a Year,"a 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.",life in a year,8.3
0,TommMoore RossStewart HonorKneafsey EvaWhittaker SeanBean,"[""Animation"",""Family"",""Adventure"",""Fantasy""]",441130,Wolfwalkers,"in a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to ireland with her father to wipe out the last pack. but when she saves a wild native girl, their friendship leads her to discover the world of the wolfwalkers and transform her into the very thing her father is tasked to destroy.",wolfwalkers,8.3
0,FrancisFordCoppola MarlonBrando RobertDuvall MartinSheen,"[""Drama"",""War""]",28,Apocalypse Now,"at the height of the vietnam war, captain benjamin willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" his goal is to locate - and eliminate - a mysterious green beret colonel named walter kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",apocalypse now,8.3
0,"MattPeters ChristinaSotta MattRyan JerryO'Connell TaissaFarmiga","[""Animation"",""Action"",""SciFi""]",618344,Justice League Dark: Apokolips War,"earth is decimated after intergalactic tyrant darkseid has devastated the justice league in a poorly executed war by the dc super heroes. now the remaining bastions of good – the justice league, teen titans, suicide squad and assorted others – must regroup, strategize and take the war to darkseid in order to save the planet and its surviving inhabitants.",justice league dark,8.3
0,StanleyKubrick KirkDouglas RalphMeeker AdolpheMenjou,"[""Drama"",""War""]",975,Paths of Glory,a commanding officer defends three scapegoats on trial for a failed offensive that occurred within the french army in 1916.,paths of glory,8.3
0,RebeccaSugar ZachCallison DeedeeMagno Estelle,"[""Animation"",""SciFi"",""Action"",""Adventure"",""Comedy"",""Drama"",""Fantasy"",""Music""]",537061,Steven Universe: The Movie,"two years after bringing peace to the galaxy, steven universe sees his past come back to haunt him in the form of a deranged gem who wants to destroy the earth.",steven universe,8.3
